student,semester,course,period
31725,Fall,Biology 215,M1
31725,Fall,French 221,T3
31725,Spring,OpsRsch 310,T4
31725,Winter,Philos 311,M3
31725,Fall,Philos 391,T2
31725,Spring,SocSci 412,M4
34525,Spring,BehSci 110,T3
34525,Winter,Chem 100,T1
34525,Winter,CompSci 110,M3
34525,Fall,Econ 201,M3
34525,Fall,English 111,T3
34525,Spring,History 100,M3
34525,Spring,Physics 110,M1
34525,Fall,PolSci 211,M2
34525,Fall,Russian 321,T2
34525,Winter,Russian 322,M2
32733,Winter,ECE 315,M3
32733,Winter,Geo 250,M2
32733,Spring,Geo 340,M4
32733,Spring,Geo 353,T1
32733,Spring,Geo 482,M1
32733,Fall,AeroEngr 315,T4
32733,Fall,Geo 310,M1
32733,Fall,Geo 351,T2
32733,Winter,Geo 382,T3
32733,Fall,Math 300,T3
32733,Winter,Philos 310,M4
32734,Winter,AeroEngr 315,M2
32734,Fall,Biology 215,T1
32734,Spring,Econ 356,T3
32734,Spring,Econ 365,M1
32734,Winter,SocSci 483,T1
32734,Winter,ECE 315,T2
32734,Fall,Econ 333,M2
32734,Spring,Econ 355,T2
32734,Winter,Math 356,M1
32734,Fall,Philos 310,T3
32734,Fall,PhyEd 714F,M4
32734,Winter,PhyEd 714W,M4
32734,Winter,PhyEd 713W,M3
32734,Spring,PhyEd 714S,M4
32734,Winter,PhyEd 718W,T4
32734,Winter,PhyEd 717W,T3
32734,Spring,PhyEd 718S,T4
32377,Fall,AstroEngr 310,T4
32377,Winter,Biology 215,T3
32377,Spring,History 343,T3
32377,Spring,Japanese 322,M2
32377,Spring,Math 300,T2
32377,Winter,Philos 495,M2
32377,Spring,AeroEngr 315,T1
32377,Fall,EngrMech 220,M4
32377,Fall,History 342,M3
32377,Fall,Japanese 321,T3
32377,Winter,Philos 310,T1
32377,Winter,PolSci 211,T2
32377,,ArmnShp 473F,
32377,Winter,ArmnShp 473W,M3
32377,Spring,ArmnShp 473S,M3
33296,Fall,Biology 330,M1
33296,Spring,Chem 230,M2
33296,Spring,EngrMech 220,T4
33296,Spring,MSS 251,M3
33296,Winter,PolSci 211,T2
33296,Winter,Russian 222,M2
33296,Winter,Biology 215,T3
33296,Winter,Chem 200,M3
33296,Fall,Econ 201,T1
33296,Fall,English 211,T4
33296,Spring,Law 220,T3
33296,Fall,Russian 221,T3
34527,Fall,English 211FR,M1
34527,Fall,BehSci 110,M4
34527,Spring,Chem 100,M3
34527,Spring,French 132,T1
34527,Winter,Math 142,T3
34527,Winter,Physics 110,M1
34527,Spring,CompSci 110,T2
34527,Fall,French 131,T2
34527,Winter,History 100,T2
34527,Fall,Math 141,T3
34527,Winter,ReadStrat 103,M4
31726,Fall,AeroEngr 315,T2
31726,Winter,Biology 363,T1
31726,Spring,Biology 380,T2
31726,Spring,Math 356,T1
31726,Fall,Philos 310,T3
31726,Winter,BehSci 355,M2
31726,Fall,Biology 330,M1
31726,Spring,Biology 332,M1
31726,Winter,ECE 315,M1
31726,Fall,Geo 310,T1
31726,Spring,History 300,T3
31726,Winter,PhyEd 714W,M4
31726,Winter,PhyEd 713W,M3
31726,Spring,PhyEd 714S,M4
31726,Fall,PhyEd 718F,T4
31726,Winter,PhyEd 718W,T4
31726,Winter,PhyEd 717W,T3
31726,Spring,PhyEd 718S,T4
34528,Spring,Chem 100,M3
34528,Winter,French 132,T3
34528,Spring,History 100,T2
34528,Winter,Math 142,M3
34528,Fall,PolSci 211,T2
34528,Fall,BehSci 110,M1
34528,Spring,CompSci 110,M1
34528,Winter,English 111,M4
34528,Fall,French 131,M2
34528,Fall,Math 141,T4
32616,Winter,AstroEngr 310,M3
32616,Fall,Mgt 337,T2
32616,Spring,Mgt 342,T3
32616,Winter,Mgt 375,T2
32616,Spring,OpsRsch 310,T2
32616,Spring,Spanish 322,M2
32616,Spring,Math 300,T1
32616,Winter,Mgt 303,T1
32616,Fall,Mgt 341,T3
32616,Fall,Mgt 345,T1
32616,Winter,Physics 215,T3
32616,Fall,Spanish 321,M2
33297,Winter,Econ 332,M2
33297,Fall,EngrMech 220,T1
33297,Spring,German 222,T2
33297,Fall,Law 220,T2
33297,Spring,OpsRsch 310,T3
33297,Winter,Physics 215,M3
33297,Spring,Econ 201,M1
33297,Spring,English 211,M3
33297,Fall,German 221,M3
33297,Winter,MSS 251,T1
33297,Fall,Physics 110,M1
35309,Winter,Chem 100,M3
35309,Spring,Econ 201,M3
35309,Spring,English 111,T4
35309,Winter,German 322,T2
35309,Winter,Math 142,T1
35309,Fall,BehSci 110,M3
35309,Fall,CompSci 110,M4
35309,Fall,German 321,T3
35309,Spring,History 100,T1
35309,Fall,Math 141,T4
35309,Spring,ReadStrat 103,M2
34235,Fall,BehSci 231,M3
34235,Fall,BehSci 360,M1
34235,Winter,Law 220,M4
34235,Spring,MSS 251,T3
34235,Spring,BehSci 330,M2
34235,Winter,BehSci 358,T1
34235,Winter,BehSci 364,M1
34235,Fall,Econ 201,T1
34235,Winter,EngrMech 220,M3
34235,Fall,PolSci 211,T3
34235,Spring,English 211,M1
33298,Spring,AeroEngr 315,M1
33298,Fall,Law 220,M2
33298,Spring,Math 300,T4
33298,Spring,MSS 298,T3
33298,Winter,PolSci 211,T3
33298,Fall,CompSci 210,T1
33298,Fall,Econ 201,T3
33298,Winter,English 211,T2
33298,Winter,EngrMech 220,M3
33298,Winter,MSS 251,M1
33298,Spring,Physics 215,T1
33299,Fall,BehSci 231,M2
33299,Spring,BehSci 335,T1
33299,Spring,EngrMech 220,M2
33299,Spring,German 495,M3
33299,Winter,MSS 251,T3
33299,Fall,Econ 201,T1
33299,Winter,English 211,M4
33299,Fall,German 365,M3
33299,Spring,Law 220,M4
33299,Winter,Physics 215,M1
33299,Fall,PolSci 211,T3
32501,Winter,AstroEngr 310,T2
32501,Spring,BehSci 335,T3
32501,Spring,Biology 215,T1
32501,Fall,History 300,T2
32501,Fall,Philos 310,T3
32501,Winter,BehSci 332,M4
32501,Fall,BehSci 360,T4
32501,Fall,BehSci 380,T1
32501,Spring,ECE 315,M1
32501,Winter,Geo 310,M2
32501,Winter,Spanish 365,M3
33300,Spring,CivEngr 330,T3
33300,Winter,ECE 315,M1
33300,Spring,Econ 201,M3
33300,Fall,MSS 251,M3
33300,Winter,Biology 215,T3
33300,Fall,EngrMech 220,T4
33300,Fall,Law 220,M2
33300,Winter,Math 245,M3
33300,Spring,PolSci 211,M2
33300,Spring,English 211,T4
33300,Fall,ArmnShp 465F,T1
33300,Winter,ArmnShp 465W,T1
33300,Spring,ArmnShp 465S,T1
34529,Spring,Chem 100,T3
34529,Fall,History 100,M4
34529,Winter,Math 141,M1
34529,Spring,PolSci 211,M1
34529,Spring,Spanish 132,M3
34529,Fall,BehSci 110,M2
34529,Winter,CompSci 110,T3
34529,Winter,English 111,M2
34529,Fall,Spanish 131,T4
34530,Fall,BehSci 110,T4
34530,Winter,CompSci 110,M2
34530,Fall,English 111,T3
34530,Spring,French 132,T3
34530,Spring,Math 243,M4
34530,Winter,Physics 110,T1
34530,Fall,Chem 100,T1
34530,Winter,French 131,M1
34530,Winter,History 100,T3
34530,Fall,Math 152,M4
35340,Fall,Chem 100,M1
35340,Winter,English 111,M3
35340,Winter,Math 142,T1
35340,Winter,Physics 110,M1
35340,Spring,Russian 132,T2
35340,Winter,BehSci 110,T4
35340,Fall,CompSci 110,T4
35340,Winter,History 100,T3
35340,Fall,Math 141,T1
35340,Winter,ReadStrat 103,T2
35340,Fall,Russian 131,M4
33301,Fall,Chem 200,T1
33301,Winter,EngrMech 220,T2
33301,Spring,OpsRsch 310,T2
33301,Winter,SocSci 311,M4
33301,Fall,Biology 215,M1
33301,Spring,English 211,T1
33301,Fall,Law 220,T3
33301,Spring,MSS 251,M3
33301,Winter,Portuguese 221,M3
35753,Fall,CompSci 110,M3
35753,Spring,English 111,T2
35753,Winter,Math 142,T3
35753,Winter,Physics 110,M1
35753,Winter,Spanish 132,T2
35753,Spring,BehSci 110,T1
35753,Spring,Chem 100,M1
35753,Fall,History 100,M1
35753,Fall,Math 141,T2
35753,Fall,Spanish 131,T3
35753,Winter,PhyEd 714W,M4
35753,Spring,PhyEd 713S,M3
35753,Fall,PhyEd 718F,T4
35753,Winter,PhyEd 718W,T4
35753,Spring,PhyEd 718S,T4
35753,Spring,PhyEd 717S,T3
34531,Spring,Chem 100,T3
34531,Spring,English 111,M1
34531,Winter,German 132,M1
34531,Winter,Math 142,T3
34531,Fall,PolSci 211,M2
34531,Winter,BehSci 110,T4
34531,Spring,CompSci 110,M2
34531,Fall,German 131,M1
34531,Fall,History 100,T2
34531,Fall,Math 141,T3
34531,Spring,ReadStrat 103,T2
34531,Fall,PhyEd 714F,M4
34531,Winter,PhyEd 714W,M4
34531,Winter,PhyEd 713W,M3
34531,Spring,PhyEd 714S,M4
34531,Winter,PhyEd 715W,T1
34531,Winter,PhyEd 716W,T2
34531,Spring,PhyEd 715S,T1
31727,Spring,AstroEngr 310,T3
31727,Spring,Econ 356,T2
31727,Spring,Econ 365,M2
31727,Winter,Econ 440,T3
31727,Fall,SocSci 412,T3
31727,Fall,AeroEngr 315,T4
31727,Fall,Econ 333,M1
31727,Winter,Econ 355,T2
31727,Winter,History 300,M2
31727,Fall,Math 356,T2
33302,Spring,ECE 315,M4
33302,Winter,EngrMech 220,M3
33302,Fall,History 300,T3
33302,Spring,Philos 310,T2
33302,Spring,PolSci 211,M3
33302,Spring,Econ 201,M1
33302,Fall,English 211,T2
33302,Winter,Law 220,T2
33302,Winter,MSS 251,T3
33302,Fall,Physics 215,M3
35310,Spring,Chem 100,M1
35310,Fall,English 111,M3
35310,Winter,History 230,M2
35310,Winter,Math 141,M1
35310,Spring,Portuguese 132,T4
35310,Spring,BehSci 110,M3
35310,Winter,CompSci 110,M4
35310,Fall,History 100,T3
35310,Fall,Portuguese 211,M2
35310,Winter,ReadStrat 103,M3
34532,Spring,Chem 100,M1
34532,Fall,Econ 201,T1
34532,Fall,History 100,M3
34532,Winter,Japanese 132,M1
34532,Winter,Math 141,M2
34532,Winter,BehSci 110,T2
34532,Spring,CompSci 110,T1
34532,Spring,English 111,M3
34532,Fall,Japanese 131,T3
34532,Fall,PhyEd 714F,M4
34532,Winter,PhyEd 714W,M4
34532,Winter,PhyEd 713W,M3
34532,Spring,PhyEd 714S,M4
34532,Fall,PhyEd 718F,T4
34532,Winter,PhyEd 718W,T4
34532,Winter,PhyEd 717W,T3
34532,Spring,PhyEd 718S,T4
31728,Spring,ECE 315,T1
31728,Fall,Mgt 337,T2
31728,Spring,Mgt 342,M2
31728,Winter,Mgt 361,T2
31728,Spring,Mgt 375,M4
31728,Fall,AeroEngr 315,T4
31728,Fall,Mgt 303,M2
31728,Winter,Mgt 341,M1
31728,Fall,Mgt 345,T3
31728,Winter,Mgt 382,T3
35637,Spring,Chem 100,T1
35637,Spring,English 111,M2
35637,Winter,French 132,T3
35637,Winter,Physics 215,T1
35637,Spring,BehSci 110,T3
35637,Fall,CompSci 110,T1
35637,Fall,French 131,M2
35637,Winter,History 100,M3
35637,Fall,Math 152,T2
35637,Fall,PhyEd 714F,M4
35637,Fall,PhyEd 713F,M3
35637,Spring,PhyEd 714S,M4
35637,Fall,PhyEd 718F,T4
35637,Fall,PhyEd 717F,T3
35637,Winter,PhyEd 718W,T4
35637,Spring,PhyEd 718S,T4
34533,Fall,English 211FR,M1
34533,Winter,AeroEngr 210,T3
34533,Winter,BehSci 110,T2
34533,Spring,CompSci 110,M3
34533,Fall,CompSci 211,T3
34533,Spring,French 430,T2
34533,Winter,Math 245,M2
34533,Spring,Chem 200,T3
34533,Fall,French 365,M2
34533,Winter,History 100,T4
34533,Fall,Math 253,M3
32176,Spring,Biology 215,M1
32176,Spring,CompSci 211,T1
32176,Winter,French 410,M3
32176,Winter,Math 359,T1
32176,Spring,SysEngr 336,M4
32176,Winter,SysEngr 470,M2
32176,Fall,BehSci 375,M4
32176,Fall,French 365,M2
32176,Winter,Law 220,M4
32176,Fall,Math 356,T2
32176,Spring,PolSci 211,T3
32176,Fall,SysEngr 311,T4
32015,Fall,AeroEngr 315,T4
32015,Spring,MSS 371,T2
32015,Spring,MSS 470,M2
32015,,MSS 490,
32015,Spring,MSS 491,T3
32015,Fall,Space 473,M1
32015,Winter,Biology 215,T1
32015,Fall,ECE 315,T3
32015,Fall,Geo 310,M4
32015,Winter,MSS 362,T3
31134,Fall,Chem 200,M1
31134,Fall,EngrMech 220,T1
31134,Fall,History 300,T2
31134,Spring,MSS 298,T3
31134,Winter,SocSci 212,T3
31134,Winter,Spanish 410,T2
31134,Fall,Biology 215,M3
31134,Spring,Econ 201,M1
31134,Winter,English 211,M1
31134,Spring,MSS 251,T1
31134,Winter,Spanish 365,M3
34534,Fall,AeroEngr 210,T3
34534,Spring,Chem 100,M3
34534,Winter,CompSci 206,M2
34534,Spring,English 111,T4
34534,Spring,EngrMech 220,T3
34534,Winter,Math 243,T2
34534,Winter,Russian 132,T3
34534,Fall,BehSci 110,T4
34534,Spring,CompSci 110,T2
34534,Fall,Math 152,M3
34534,Winter,Physics 110,M3
34534,Fall,Russian 131,M2
33304,Fall,AeroEngr 315,T1
33304,Spring,Chem 200,T3
33304,Fall,Math 300,T3
33304,Winter,MSS 251,M1
33304,Spring,PolSci 211,T1
33304,Spring,Biology 215,M3
33304,Fall,English 211,M2
33304,Winter,EngrMech 220,T2
33304,Winter,Law 220,T3
33304,Fall,Physics 110,M3
34535,Fall,BehSci 110,T4
34535,Fall,EngrMech 220,M1
34535,Winter,Math 245,M3
34535,Spring,Physics 215,M1
34535,Winter,ReadStrat 103,M2
34535,Fall,Spanish 322,T3
34535,Winter,Chem 200,T3
34535,Winter,CompSci 110,M1
34535,Winter,History 100,T1
34535,Fall,Math 253,M2
34535,Fall,Spanish 321FR,T2
32017,Winter,AeroEngr 315,T3
32017,Winter,Chinese 322,M3
32017,Winter,Geo 250,T4
32017,Spring,History 343,T3
32017,Fall,Math 300,M4
32017,Fall,AstroEngr 310,T2
32017,Fall,Chinese 321,T3
32017,Spring,ECE 315,M1
32017,Spring,Econ 201,M3
32017,Fall,History 342,M3
32017,Winter,History 381,M2
33305,Winter,CompSci 220,M2
33305,Spring,CompSci 351,M2
33305,Winter,Econ 201,M3
33305,Spring,EngrMech 220,M1
33305,Winter,Math 340,T2
33305,Winter,PolSci 211,M1
33305,Fall,CompSci 210,M1
33305,Winter,English 211,T1
33305,Fall,Law 220,M3
33305,Fall,MSS 251,T1
33305,Spring,Physics 215,T1
33305,Fall,PhyEd 714F,M4
33305,Winter,PhyEd 714W,M4
33305,Spring,PhyEd 714S,M4
33305,Winter,PhyEd 718W,T4
33305,Winter,PhyEd 717W,T3
33305,Spring,PhyEd 718S,T4
32018,Winter,AeroEngr 342,T1
32018,Spring,AeroEngr 352,T4
32018,Spring,AeroEngr 361,M4
32018,Spring,AeroEngr 471,M1
32018,Spring,EngrMech 330,M3
32018,Fall,Math 356,T4
32018,Fall,AeroEngr 341,M1
32018,Winter,AeroEngr 351,M2
32018,Fall,AstroEngr 310,M2
32018,Winter,EngrMech 320,M3
32018,Fall,Math 346,T3
32018,Fall,ArmnShp 465F,M3
32018,Winter,ArmnShp 465W,T3
32018,Spring,ArmnShp 465S,T1
34536,Winter,BehSci 110,M2
34536,Fall,Chem 100,M1
34536,Winter,Math 142,T4
34536,Winter,Physics 110,T1
34536,Spring,Portuguese 132,M2
34536,Winter,CompSci 110,M3
34536,Fall,English 111,M4
34536,Winter,History 100,M1
34536,Fall,Math 141,T3
34536,Fall,Portuguese 131,T2
34536,Winter,ReadStrat 103,M4
33306,Spring,ECE 315,M3
33306,Winter,English 200,M3
33306,Fall,Law 221,M1
33306,Winter,Law 363,T1
33306,Winter,SocSci 212,T2
33306,Fall,Chem 200,M3
33306,Spring,English 495,M2
33306,Fall,Law 220,M2
33306,Spring,OpsRsch 310,M1
33306,Winter,PolSci 211,T4
31729,Fall,AeroEngr 315,M3
31729,Winter,AstroEngr 310,M4
31729,Winter,Biology 215,T1
31729,Spring,Mgt 337,T1
31729,Winter,Mgt 342,M2
31729,Spring,ECE 315,T4
31729,Spring,Mgt 303,M3
31729,Fall,Mgt 341,M2
31729,Fall,Mgt 345,T4
31729,Fall,Mgt 382,T3
33307,Winter,CompSci 220,T1
33307,Winter,ECE 281,M3
33307,Spring,ECE 315,M1
33307,Spring,Math 340,T1
33307,Fall,Math 356,M1
33307,Spring,PolSci 211,M2
33307,Fall,CompSci 210,T1
33307,Fall,Econ 201,T3
33307,Winter,EngrMech 220,T3
33307,Winter,History 300,T2
33307,Fall,Law 220,M3
33307,Spring,MSS 251,T3
35311,Spring,CompSci 110,T3
35311,Spring,Econ 201,T1
35311,Fall,English 111,M2
35311,Winter,Physics 110,T3
35311,Winter,Russian 132,T2
35311,Fall,BehSci 110,M3
35311,Spring,Chem 100,M3
35311,Winter,History 100,M3
35311,Fall,Math 152,T2
35311,Fall,ReadStrat 103,T3
35311,Fall,Russian 131,M4
31730,Fall,AeroEngr 315,M2
31730,Spring,PolSci 302,T2
31730,Spring,PolSci 392,M3
31730,Spring,PolSci 394,M1
31730,Winter,Spanish 410,T2
31730,Fall,ECE 315,T3
31730,Fall,Law 220,M1
31730,Fall,PolSci 300,M3
31730,Winter,PolSci 301,T3
31730,Winter,Spanish 365,M2
31730,Fall,PhyEd 714F,M4
31730,Winter,PhyEd 714W,M4
31730,Spring,PhyEd 714S,M4
31730,,PhyEd 713S,
31730,Winter,PhyEd 718W,T4
31730,Spring,PhyEd 718S,T4
31730,Spring,PhyEd 717S,T3
32736,Fall,AeroEngr 315,M2
32736,Spring,History 300,M3
32736,Spring,Mgt 337,T1
32736,Winter,Mgt 342,M1
32736,Spring,Mgt 375,M2
32736,Fall,ECE 315,T1
32736,Winter,Math 300,M2
32736,Fall,Mgt 303,M1
32736,Winter,Mgt 341,T2
32736,Fall,Mgt 345,T3
32736,Fall,PhyEd 714F,M4
32736,Winter,PhyEd 714W,M4
32736,Winter,PhyEd 713W,M3
32736,Spring,PhyEd 714S,M4
32736,Winter,PhyEd 718W,T4
32736,Winter,PhyEd 717W,T3
32736,Spring,PhyEd 718S,T4
32737,Winter,BehSci 440,T3
32737,Fall,Biology 363,T3
32737,Spring,Biology 440,T1
32737,Fall,History 300,M2
32737,Spring,Math 356,M1
32737,Winter,AeroEngr 315,T1
32737,Spring,Biology 360,M2
32737,Fall,Biology 370,T2
32737,Winter,Biology 410,M3
32737,Winter,Philos 310,M2
33308,Spring,English 241,M2
33308,Winter,English 380,M2
33308,Spring,EngrMech 220,M1
33308,Fall,Math 300,T4
33308,Winter,Philos 345,M3
33308,Spring,Philos 392,M3
33308,Fall,Chem 200,T1
33308,Winter,Econ 201,T1
33308,,English 495,
33308,Winter,Law 220,T3
33308,Fall,MSS 251,M1
33308,Spring,Philos 310,T3
33309,Winter,AeroEngr 315,T2
33309,Fall,Law 220,M3
33309,Winter,Math 300,M1
33309,Fall,Physics 215,M1
33309,Spring,PolSci 211,T2
33309,Spring,Econ 201,M1
33309,Spring,English 211,M3
33309,Fall,EngrMech 220,M4
33309,Spring,Math 243,M4
33309,Winter,MSS 251,T3
33309,Fall,ArmnShp 465F,T1
33309,Winter,ArmnShp 465W,M3
33309,Spring,ArmnShp 465S,T3
32502,Spring,Biology 215,T3
32502,Fall,History 300,M4
32502,Fall,Physics 341,M1
32502,Spring,Physics 356,T2
32502,Winter,Physics 362,M1
32502,Winter,English 211,M2
32502,Winter,Math 346,T1
32502,Fall,Math 356,M3
32502,Spring,Physics 355,M2
32502,Fall,Physics 361,T2
32502,Winter,Spanish 365,M3
31731,Winter,AstroEngr 310,T3
31731,Winter,Math 359,M3
31731,Spring,OpsRsch 312,T1
31731,Winter,SysEngr 301,T1
31731,Winter,SysEngr 470,M2
31731,Fall,BehSci 375,M2
31731,Spring,Biology 215,M1
31731,Spring,ECE 315,T2
31731,Fall,Math 356,T2
31731,Fall,SysEngr 311,M1
31731,Fall,PhyEd 714F,M4
31731,Fall,PhyEd 713F,M3
31731,Winter,PhyEd 714W,M4
31731,Spring,PhyEd 714S,M4
31731,Fall,PhyEd 718F,T4
31731,Fall,PhyEd 717F,T3
31731,Winter,PhyEd 718W,T4
35639,Spring,CompSci 110,T3
35639,Winter,English 111,M2
35639,Fall,History 100,M2
35639,Winter,Math 142,T2
35639,Spring,Portuguese 132,M1
35639,Winter,BehSci 110,T1
35639,Spring,Chem 100,T1
35639,Fall,LearnStrat 101,T2
35639,Fall,Math 141,M3
35639,Fall,Portuguese 131,T3
35639,Fall,PhyEd 714F,M4
35639,Winter,PhyEd 714W,M4
35639,Winter,PhyEd 713W,M3
35639,Fall,PhyEd 718F,T4
35639,Winter,PhyEd 718W,T4
35639,Winter,PhyEd 717W,T3
35639,Spring,PhyEd 718S,T4
34537,Spring,BehSci 110,M1
34537,Winter,Chem 200,M1
34537,Spring,CompSci 110,T3
34537,Winter,Math 142,T2
34537,Spring,Physics 110,T1
34537,Winter,Spanish 132,T1
34537,Fall,Chem 100,T1
34537,Spring,English 111,M2
34537,Fall,History 100,M1
34537,Fall,Math 141,M3
34537,Fall,Spanish 131,M2
34537,Winter,PhyEd 714W,M4
34537,Winter,PhyEd 713W,M3
34537,Spring,PhyEd 714S,M4
34537,Fall,PhyEd 718F,T4
34537,Winter,PhyEd 718W,T4
34537,Winter,PhyEd 717W,T3
34537,Spring,PhyEd 718S,T4
33310,Spring,CompSci 212,M3
33310,Spring,EngrMech 220,T1
33310,Winter,Math 344,M2
33310,Fall,OpsRsch 310,M2
33310,Winter,PolSci 211,T2
33310,Fall,Chem 200,T3
33310,Fall,English 211,T2
33310,Spring,Law 220,T2
33310,Winter,MSS 251,T3
33310,Fall,ArmnShp 461F,M3
33310,Winter,ArmnShp 461W,M3
33310,Spring,ArmnShp 461S,T3
33311,Winter,EngrMech 320,M3
33311,Spring,EngrMech 330,M2
33311,Winter,Law 220,M2
33311,Spring,Math 356,T3
33311,Winter,MSS 251,T1
33311,Fall,Chem 200,M3
33311,Spring,Econ 201,M3
33311,Fall,English 211,M2
33311,Fall,Math 245,T2
33311,Spring,PolSci 211,T4
34237,Spring,Chem 200,M1
34237,Fall,CivEngr 215,M2
34237,Spring,ECE 315,M4
34237,Fall,EngrMech 220,M3
34237,Spring,Math 243,T4
34237,Winter,Econ 201,M3
34237,Winter,English 211,T3
34237,Spring,Math 142,M3
34237,Fall,MSS 251,T1
34237,Winter,Physics 110,T1
34237,Fall,PolSci 211,M4
34538,Winter,Chem 222,M3
34538,Spring,CompSci 110,M1
34538,Spring,English 111,T4
34538,Winter,French 132,T2
34538,Winter,Math 142,T3
34538,Spring,Chem 200,M3
34538,Fall,French 131,T2
34538,Fall,History 100,T3
34538,Fall,LearnStrat 101,M3
34538,Fall,Math 141,T4
34538,Spring,ReadStrat 103,T2
32738,Spring,AstroEngr 310,M3
32738,Spring,Biology 215,M1
32738,Fall,Math 344,T2
32738,Winter,SysEngr 301,T1
32738,Winter,SysEngr 470,M2
32738,Fall,AeroEngr 315,T3
32738,Fall,BehSci 375,M3
32738,Spring,CompSci 211,T3
32738,Fall,History 300,T4
32738,Winter,OpsRsch 310,T4
33312,Winter,BehSci 373,M1
33312,Fall,CompSci 211,T1
33312,Spring,Econ 201,M1
33312,Spring,EngrMech 220,M3
33312,Winter,OpsRsch 310,M2
33312,Spring,PolSci 211,T3
33312,Spring,Chem 200,T1
33312,Fall,English 211,M3
33312,Winter,Law 220,T1
33312,Winter,Math 243,T2
33312,Fall,MSS 251,M1
33312,Winter,PhyEd 714W,M4
33312,Winter,PhyEd 713W,M3
33312,Spring,PhyEd 714S,M4
33312,Fall,PhyEd 718F,T4
33312,Winter,PhyEd 718W,T4
33312,Winter,PhyEd 717W,T3
33312,Spring,PhyEd 718S,T4
33313,Spring,History 300,M2
33313,Spring,Math 300,T4
33313,Spring,OpsRsch 310,T3
33313,Winter,Philos 310,T1
33313,Winter,SocSci 311,M2
33313,Winter,English 211,T3
33313,Fall,EngrMech 220,M3
33313,Fall,Law 220,M4
33313,Fall,MSS 251,M1
33313,Winter,PolSci 211,M1
35312,Spring,BehSci 110,M1
35312,Winter,CompSci 110,M3
35312,Spring,Physics 110,T3
35312,Fall,PolSci 211,T4
35312,Winter,Spanish 222,T3
35312,Winter,Chem 100,T1
35312,Spring,History 100,M3
35312,Fall,Math 152,T1
35312,Spring,ReadStrat 103,M2
35312,Fall,Spanish 221,M3
35312,Fall,English 211FR,M1
34539,Winter,BehSci 110,T2
34539,Spring,CompSci 110,M3
34539,Spring,English 111,T2
34539,Spring,LearnStrat 102,T1
34539,Winter,Math 142,T3
34539,Spring,Portuguese 132,T4
34539,Winter,Chem 100,M3
34539,Fall,History 100,M4
34539,Fall,Math 141,T4
34539,Fall,Portuguese 131,M2
34539,Spring,ReadStrat 103,M4
32177,Fall,History 300,M4
32177,Spring,Law 351,T2
32177,Winter,Law 363,T1
32177,Winter,Philos 345,M3
32177,Fall,PolSci 211,M3
32177,Spring,AstroEngr 310,M3
32177,,Law 221,
32177,Fall,Law 480,T2
32177,Winter,OpsRsch 310,T3
32177,Fall,Philos 401,T3
32177,Spring,PolSci 423,T1
32177,Fall,ArmnShp 496F,M1
32177,Winter,ArmnShp 496W,M1
32177,Spring,ArmnShp 496S,M1
33314,Fall,ECE 315,T3
33314,Spring,EngrMech 220,M2
33314,Winter,French 322,T2
33314,Spring,History 300,M3
33314,Winter,SocSci 311,M4
33314,Fall,Econ 201,M1
33314,Fall,French 321,M3
33314,Winter,Law 220,M3
33314,Spring,MSS 251,T1
33314,Fall,PolSci 211,T1
33314,Winter,English 211,T4
32019,Winter,AeroEngr 315,T2
32019,Winter,ForArStu 430,T3
32019,Spring,French 430,T2
32019,Spring,History 373,M2
32019,Fall,Philos 310,T1
32019,Spring,PolSci 302,M3
32019,Winter,Biology 215,M3
32019,Fall,ECE 315,M2
32019,Winter,Geo 310,T1
32019,Spring,History 300,M4
32019,Fall,PolSci 300,M1
32019,Fall,PolSci 479,M3
35731,Spring,CompSci 110,T1
35731,Spring,English 111,M3
35731,Winter,French 132,T1
35731,Fall,History 100,M1
35731,Winter,Math 142,T2
35731,Winter,BehSci 110,T3
35731,Spring,Chem 100,M1
35731,Fall,French 131,M2
35731,Fall,LearnStrat 101,T2
35731,Fall,Math 141,T1
35731,Fall,PhyEd 714F,M4
35731,Fall,PhyEd 713F,M3
35731,Spring,PhyEd 714S,M4
35731,Fall,PhyEd 718F,T4
35731,Fall,PhyEd 717F,T3
35731,Winter,PhyEd 718W,T4
35731,Spring,PhyEd 718S,T4
32503,Fall,AstroEngr 310,T4
32503,Spring,CivEngr 373,M2
32503,Fall,CivEngr 390,M1
32503,Winter,ECE 311,M3
32503,Winter,German 322,T2
32503,Fall,MSS 451,T2
32503,Spring,AeroEngr 315,M1
32503,Winter,CivEngr 361,M1
32503,Winter,CivEngr 372,M2
32503,Spring,English 211,T3
32503,Fall,German 321,T3
32503,Spring,Math 356,M4
31732,Spring,AeroEngr 315,T1
