Cadet PID,Year,Squadron,Major,Sec Major,Sport Code,Sport Gender
32879,2020,5,FAS-Hist,No Major,,
36663,2023,25,No Major,No Major,,
32623,2020,40,Management,No Major,FB,M
36264,2023,6,No Major,No Major,,
36265,2023,35,No Major,No Major,,
34821,2022,19,Economics,No Major,,
31935,2020,11,MechEngr,No Major,GY,F
32696,2020,26,AstroEngr,No Major,,
35758,2022,29,CyberSci,No Major,,
36891,2023,23,No Major,No Major,,
36664,2023,39,No Major,No Major,,
33550,2021,34,OpsRsch,No Major,,
33551,2021,15,AeroEngr,No Major,,
34823,2022,39,No Major,No Major,,
35265,2022,1,FAS-MSS,No Major,,
34824,2022,20,No Major,No Major,,
31936,2020,36,SysEngr,No Major,,
35420,2022,20,FAS-Hist,No Major,BX,M
35588,2022,35,No Major,No Major,WR,M
31937,2020,18,Management,No Major,,
34300,2021,24,Management,No Major,,
34825,2022,30,MechEngr,No Major,,
36266,2023,33,No Major,No Major,,
32220,2020,40,LegalStu,No Major,,
33552,2021,37,Management,No Major,,
36267,2023,16,No Major,No Major,,
33553,2021,10,SysEngr,No Major,,
33554,2021,17,Biology,No Major,,
33555,2021,5,Biology,No Major,,
32576,2020,21,Math,No Major,,
32880,2020,21,AeroEngr,No Major,FB,M
36665,2023,26,No Major,No Major,,
36666,2023,32,No Major,No Major,FB,M
35589,2022,32,Management,No Major,,
36892,2023,4,No Major,No Major,FB,M
32350,2020,11,SysEngr,No Major,BB,F
31938,2020,33,Physics,No Major,,
33556,2021,2,Biology,No Major,,
33557,2021,12,HistoryAme,No Major,,
34826,2022,22,AeroEngr,No Major,,
36667,2023,36,No Major,No Major,,
32577,2020,21,OpsRsch,No Major,,
33558,2021,7,SysEngr,No Major,,
35590,2022,1,No Major,No Major,,
34827,2022,16,FAS-PolSci,No Major,,
32222,2020,38,BehSci,No Major,,
36268,2023,7,No Major,No Major,,
33559,2021,9,AeroEngr,No Major,,
33560,2021,28,CivEngr,No Major,FB,M
36269,2023,39,No Major,No Major,SW,M
33561,2021,34,Philosophy,FAS-PolSci,,
36270,2023,17,No Major,No Major,,
32223,2020,31,Management,No Major,,
36271,2023,31,No Major,No Major,,
33562,2021,28,MechEngr,No Major,,
34828,2022,40,MSS,No Major,,
36272,2023,10,No Major,No Major,WR,M
32578,2020,1,AeroEngr,No Major,,
33563,2021,31,FAS-PolSci,PolSci,,
33564,2021,24,Biology,No Major,,
33565,2021,29,Economics,No Major,,
32351,2020,2,Management,No Major,,
36800,2023,30,No Major,No Major,IH,M
36273,2023,1,No Major,No Major,,
35266,2022,11,CompSci,No Major,,
32882,2020,7,BehSci,No Major,FB,M
32698,2020,31,Management,No Major,FB,M
34829,2022,2,AstroEngr,No Major,,
35591,2022,30,Management,No Major,,
34830,2022,21,AstroEngr,No Major,,
34831,2022,36,BehSci,No Major,TR,M
36274,2023,2,No Major,No Major,,
35267,2022,31,CivEngr,No Major,,
34832,2022,17,CivEngr,No Major,FB,M
33566,2021,35,Management,No Major,LX,M
32293,2020,17,CompSci,No Major,,
36772,2023,12,No Major,No Major,,
35592,2022,37,No Major,No Major,,
33687,2021,23,CompSci,No Major,,
34301,2021,15,Management,Economics,,
36893,2023,7,No Major,No Major,,
36801,2023,22,No Major,No Major,VB,F
33688,2021,2,GeoSci,No Major,,
34833,2022,22,OpsRsch,No Major,TN,F
33689,2021,22,Biology,No Major,,
33690,2021,38,SysEngr,No Major,,
31939,2020,8,AeroEngr,No Major,WR,M
36275,2023,1,No Major,No Major,GY,M
36276,2023,11,No Major,No Major,WP,M
31940,2020,18,Management,No Major,GO,M
35268,2022,40,AeroEngr,Humanities,,
35269,2022,26,Biology,No Major,,
34834,2022,16,OpsRsch,No Major,,
34835,2022,12,OpsRsch,MathApp,,
32883,2020,8,AeroEngr,No Major,,
33691,2021,13,Philosophy,No Major,,
35270,2022,11,LegalStu,No Major,,
33692,2021,35,Management,No Major,,
35759,2022,3,CivEngr,No Major,,
32224,2020,4,OpsRsch,No Major,,
34836,2022,32,No Major,No Major,,
35271,2022,7,MSS,No Major,BB,M
31941,2020,13,Management,No Major,,
34837,2022,22,SpaceOps,No Major,,
31942,2020,38,Management,No Major,DV,M
32225,2020,37,OpsRsch,No Major,,
33693,2021,18,MathApp,No Major,,
34053,2021,15,HistoryMil,No Major,,
36277,2023,23,No Major,No Major,FB,M
36773,2023,37,No Major,No Major,,
33694,2021,22,GeoSci,No Major,,
33695,2021,10,MSS,No Major,,
33696,2021,34,PolSci,No Major,,
31943,2020,18,Biology,No Major,,
34838,2022,2,No Major,No Major,VB,F
36278,2023,13,No Major,No Major,,
32352,2020,5,AeroEngr,No Major,,
31944,2020,22,BehSci,No Major,,
32226,2020,7,AstroEngr,MechEngr,,
33697,2021,21,BehSci,No Major,,
36279,2023,8,No Major,No Major,,
33698,2021,32,MSS,No Major,,
34839,2022,21,No Major,No Major,VB,F
36894,2023,19,No Major,No Major,,
32471,2020,32,CompSci,No Major,FN,F
36280,2023,18,No Major,No Major,,
35421,2022,20,No Major,No Major,,
33699,2021,24,LegalStu,No Major,CL,F
33700,2021,25,FAS-Hist,No Major,,
33702,2021,21,FAS-MSS,No Major,,
32579,2020,2,CompSci,No Major,,
32472,2020,35,CivEngr,No Major,,
36281,2023,28,No Major,No Major,SO,M
34840,2022,13,AeroEngr,No Major,,
34302,2021,18,CompSci,No Major,FN,F
35593,2022,12,HistoryInt,No Major,,
31946,2020,21,OpsRsch,No Major,,
35594,2022,32,No Major,No Major,SO,F
35272,2022,32,PolSci,No Major,,
36282,2023,32,No Major,No Major,,
33703,2021,11,BehSci,No Major,,
34416,2021,6,Management,No Major,IH,M
36774,2023,27,No Major,No Major,,
36283,2023,36,No Major,No Major,FB,M
33704,2021,23,AeroEngr,No Major,,
36668,2023,23,No Major,No Major,,
36284,2023,3,No Major,No Major,,
32227,2020,12,Biology,No Major,,
36775,2023,38,No Major,No Major,,
31947,2020,24,AstroEngr,No Major,,
34841,2022,7,MechEngr,No Major,SW,M
33705,2021,4,CivEngr,No Major,,
36605,2023,9,No Major,No Major,,
34054,2021,9,Management,No Major,FB,M
37201,2020,9,No Major,No Major,,
36285,2023,19,No Major,No Major,,
32353,2020,17,Management,No Major,,
36286,2023,7,No Major,No Major,,
32294,2020,31,AeroEngr,No Major,,
32473,2020,13,BehSci,No Major,,
34304,2021,39,Management,No Major,,
34842,2022,18,No Major,No Major,,
34843,2022,4,AstroEngr,No Major,,
36287,2023,17,No Major,No Major,,
34844,2022,23,History,No Major,,
34845,2022,33,Physics,No Major,,
36288,2023,3,No Major,No Major,GO,M
36895,2023,33,No Major,No Major,,
33707,2021,26,BioChem,No Major,,
33708,2021,20,Physics,No Major,,
36289,2023,29,No Major,No Major,,
34846,2022,14,GeoSci,No Major,,
33709,2021,4,CivEngr,No Major,,
36290,2023,39,No Major,No Major,,
36896,2023,27,No Major,No Major,,
31948,2020,19,Management,No Major,BA,M
31949,2020,27,SysEngr,No Major,,
35596,2022,12,Management,No Major,,
35597,2022,28,Economics,No Major,,
31950,2020,9,Management,No Major,DV,M
36291,2023,11,No Major,No Major,,
35422,2022,37,CyberSci,No Major,,
32884,2020,18,PolSci,No Major,BB,M
35026,2022,17,No Major,No Major,,
32228,2020,3,BioChem,No Major,,
32885,2020,34,SysEngr,No Major,,
36292,2023,27,No Major,No Major,SO,F
36776,2023,37,No Major,No Major,,
33711,2021,25,LegalStu,No Major,,
35028,2022,5,No Major,No Major,,
36293,2023,10,No Major,No Major,,
33712,2021,7,Management,No Major,,
36606,2023,20,No Major,No Major,,
32580,2020,31,Biology,No Major,,
33713,2021,35,Management,No Major,,
32229,2020,23,BioChem,No Major,,
32556,2020,13,SysEngr,No Major,,
32886,2020,31,Management,No Major,GO,M
35029,2022,26,ElCompEngr,No Major,,
36777,2023,21,No Major,No Major,CC,M
32230,2020,20,Management,No Major,,
33714,2021,8,BioChem,No Major,,
35030,2022,24,No Major,No Major,,
35599,2022,33,BehSci,No Major,,
33715,2021,8,CyberSci,No Major,,
36294,2023,10,No Major,No Major,,
35273,2022,34,HistoryMil,No Major,,
31951,2020,3,Management,No Major,BX,M
35031,2022,15,ElCompEngr,No Major,,
33718,2021,18,OpsRsch,No Major,,
34305,2021,39,GeoSci,No Major,,
35274,2022,3,AeroEngr,MathApp,,
37167,2021,31,No Major,No Major,,
31952,2020,29,LegalStu,No Major,LX,M
33719,2021,9,CompSci,CyberSci,,
32581,2020,13,PolSci,No Major,,
33720,2021,26,CompEngr,No Major,,
34307,2021,22,SysEngr,No Major,,
34308,2021,12,SysEngr,No Major,,
33721,2021,3,GeoSci,No Major,TR,M
35275,2022,6,No Major,No Major,,
33722,2021,26,EngrChem,No Major,IH,M
35032,2022,36,EngrChem,No Major,FN,M
34310,2021,30,Biology,No Major,FB,M
36295,2023,14,BehSci,No Major,,
37202,2020,24,No Major,No Major,,
37087,2023,20,No Major,No Major,,
35600,2022,3,No Major,No Major,FB,M
32354,2020,25,Management,No Major,,
35423,2022,25,ElCompEngr,No Major,,
36296,2023,16,No Major,No Major,,
32699,2020,34,BioChem,No Major,,
37154,2021,13,No Major,No Major,,
34055,2021,28,SysEngr,No Major,,
33724,2021,25,GeoSci,No Major,,
35033,2022,35,No Major,No Major,,
35601,2022,1,Management,No Major,,
32582,2020,28,Management,No Major,FB,M
32231,2020,15,BehSci,No Major,,
37203,2020,29,No Major,No Major,,
33725,2021,32,MechEngr,No Major,,
31009,2020,32,Biology,No Major,,
33726,2021,3,PolSci,FAS-PolSci,,
35034,2022,22,Biology,No Major,,
31954,2020,33,Biology,No Major,TN,F
33727,2021,24,EngrChem,No Major,,
36607,2023,30,No Major,No Major,,
32232,2020,25,SysEngr,No Major,,
36297,2023,31,No Major,No Major,,
35602,2022,8,No Major,No Major,SO,M
35035,2022,32,LegalStu,No Major,TR,F
31010,2021,2,AstroEngr,No Major,,
35603,2022,13,No Major,No Major,SO,F
35036,2022,17,Biology,No Major,SW,M
35276,2022,37,FAS-MSS,No Major,,
35604,2022,23,Management,No Major,,
32355,2020,29,SysEngr,No Major,,
35277,2022,16,AeroEngr,No Major,,
37150,2021,10,No Major,No Major,,
33729,2021,2,Management,No Major,,
35605,2022,38,FAS-PolSci,No Major,CL,M
32888,2020,39,Management,No Major,WR,M
32295,2020,16,FAS-PolSci,No Major,,
36298,2023,40,No Major,No Major,,
31957,2020,33,Economics,No Major,SW,F
33731,2021,7,AeroEngr,No Major,TR,M
33732,2021,7,HistoryAme,No Major,,
36299,2023,4,No Major,No Major,,
36300,2023,30,No Major,No Major,,
33733,2021,6,AstroEngr,No Major,,
32890,2020,10,Management,No Major,,
36897,2023,14,No Major,No Major,BX,M
35424,2022,13,FAS-MSS,No Major,BX,M
31959,2020,2,AstroEngr,No Major,,
35739,2022,7,MechEngr,No Major,,
35425,2022,7,No Major,No Major,,
37168,2021,8,No Major,No Major,,
33734,2021,17,Biology,No Major,SW,M
32891,2020,12,Management,No Major,FB,M
35038,2022,4,No Major,No Major,SW,F
33735,2021,16,HistoryMil,No Major,,
32356,2020,19,OpsRsch,No Major,,
33736,2021,26,FAS-PolSci,No Major,,
32474,2020,30,GeoSci,No Major,,
32234,2020,39,MechEngr,No Major,,
34311,2021,17,Management,No Major,LX,M
32892,2020,15,LegalStu,No Major,,
36302,2023,31,No Major,No Major,BX,M
32296,2020,22,CivEngr,No Major,,
33737,2021,28,AstroEngr,No Major,,
36608,2023,1,No Major,No Major,,
32297,2020,8,MechEngr,No Major,,
35039,2022,4,BehSci,No Major,,
32298,2020,12,AstroEngr,No Major,,
36304,2023,36,No Major,No Major,,
33738,2021,38,BehSci,No Major,,
35606,2022,18,No Major,No Major,,
35040,2022,26,CompSci,No Major,,
36305,2023,14,No Major,No Major,,
33739,2021,3,CompSci,CyberSci,,
36306,2023,24,No Major,No Major,,
35388,2022,36,No Major,No Major,SW,M
31960,2020,18,AeroEngr,No Major,,
36307,2023,40,No Major,No Major,,
35607,2022,8,Management,No Major,FB,M
36898,2023,37,No Major,No Major,FB,M
32357,2020,7,SysEngr,No Major,,
36609,2023,11,No Major,No Major,,
36610,2023,7,No Major,No Major,SW,F
35041,2022,28,CivEngr,No Major,IH,M
36611,2023,21,No Major,No Major,,
32235,2020,27,Management,No Major,LX,M
35042,2022,23,OpsRsch,No Major,,
33740,2021,38,GeoSci,No Major,,
33619,2021,13,Biology,No Major,,
33620,2021,23,Meteor,No Major,,
35043,2022,33,No Major,No Major,,
35608,2022,27,No Major,No Major,,
37204,2020,20,No Major,No Major,,
32236,2020,4,PolSci,No Major,,
32358,2022,34,No Major,No Major,,
36308,2023,34,No Major,No Major,,
36612,2023,13,No Major,No Major,,
31961,2020,14,Biology,No Major,,
36802,2023,2,No Major,No Major,IH,M
31962,2020,24,BehSci,No Major,,
33621,2021,16,GeoSci,No Major,,
35045,2022,27,AeroEngr,No Major,,
33622,2021,33,Humanities,No Major,,
31963,2020,26,PolSci,No Major,,
36778,2023,31,No Major,No Major,,
31794,2020,14,Economics,No Major,,
31795,2020,35,Humanities,FAS-Hist,,
32583,2020,32,ElEngr,No Major,,
32893,2020,22,Management,No Major,LX,M
35047,2022,14,Physics,No Major,,
33624,2021,20,Management,No Major,FB,M
35609,2022,19,CompSci,No Major,,
35048,2022,37,Philosophy,No Major,,
35049,2022,13,FAS-PolSci,No Major,DV,M
35610,2022,11,No Major,No Major,,
33626,2021,25,SysEngr,No Major,,
33627,2021,4,Management,No Major,,
36192,2023,23,No Major,No Major,BA,M
32359,2020,23,LegalStu,No Major,,
35050,2022,23,English,No Major,,
32701,2020,38,Economics,No Major,BX,M
33628,2021,39,AeroEngr,No Major,,
36899,2023,24,No Major,No Major,FB,M
32237,2020,6,Biology,No Major,,
33630,2021,18,CivEngr,No Major,,
32585,2020,17,Biology,No Major,,
35611,2022,29,Management,No Major,FB,M
32894,2020,37,Biology,No Major,,
33631,2021,29,AstroEngr,No Major,,
33632,2021,14,Biology,No Major,SO,F
36193,2023,34,No Major,No Major,,
34056,2021,30,GeoSci,No Major,,
36194,2023,8,No Major,No Major,SW,F
33633,2021,40,Management,No Major,,
35051,2022,9,Management,No Major,,
33634,2021,24,MSS,No Major,,
36613,2023,12,No Major,No Major,CC,M
31796,2020,28,BehSci,No Major,BA,M
35052,2022,8,Biology,No Major,,
33635,2021,38,BehSci,No Major,,
32360,2020,9,Economics,No Major,FB,M
28757,2020,35,BehSci,No Major,,
36195,2023,2,No Major,No Major,,
33636,2021,8,Physics,No Major,,
34312,2021,40,Chemistry,No Major,,
34313,2021,9,GeoSci,No Major,,
36196,2023,33,No Major,No Major,,
36779,2023,5,No Major,No Major,,
36197,2023,15,No Major,No Major,,
33637,2021,21,BehSci,No Major,,
35612,2022,39,Management,No Major,FB,M
36614,2023,26,No Major,No Major,,
35054,2022,4,EngrChem,No Major,,
36198,2023,8,No Major,No Major,,
36900,2023,5,No Major,No Major,,
36780,2023,22,No Major,No Major,IH,M
37151,2021,21,No Major,No Major,,
36615,2023,12,No Major,No Major,,
35740,2022,27,No Major,No Major,IH,M
33638,2021,18,CompSci,CyberSci,,
36199,2023,22,No Major,No Major,,
32784,2020,38,PolSci,No Major,,
35613,2022,24,CivEngr,No Major,BX,M
31799,2020,34,OpsRsch,No Major,,
36803,2023,25,No Major,No Major,,
33639,2021,34,CivEngr,No Major,,
32361,2021,19,AeroEngr,No Major,,
35055,2022,28,MechEngr,No Major,,
36201,2023,32,No Major,No Major,,
33640,2021,21,Meteor,No Major,,
36202,2023,3,No Major,No Major,,
33641,2021,17,Biology,No Major,,
35390,2022,38,OpsRsch,No Major,,
36203,2023,6,No Major,No Major,VB,F
36804,2023,28,No Major,No Major,BB,F
32785,2020,32,BehSci,No Major,FB,M
35056,2022,10,OpsRsch,No Major,,
36204,2023,16,No Major,No Major,,
35614,2022,34,Management,No Major,LX,M
36616,2023,32,No Major,No Major,CC,M
36901,2023,8,No Major,No Major,TR,M
32238,2020,5,BehSci,No Major,,
36205,2023,13,No Major,No Major,,
36206,2023,23,No Major,No Major,,
31800,2020,28,PolSci,No Major,,
32786,2020,7,CompEngr,No Major,,
35391,2022,5,MechEngr,No Major,,
33642,2021,31,CivEngr,No Major,,
35615,2022,24,BehSci,No Major,,
35058,2022,29,EngrChem,No Major,,
35616,2022,11,No Major,No Major,,
36207,2023,1,No Major,No Major,,
36208,2023,17,No Major,No Major,GY,F
35059,2022,18,No Major,No Major,BA,M
32788,2020,3,CivEngr,No Major,,
32299,2020,16,Management,No Major,,
32362,2020,5,PolSci,No Major,,
35060,2022,19,CyberSci,No Major,,
35549,2022,33,No Major,No Major,,
36209,2023,14,No Major,No Major,,
35550,2022,14,English,No Major,TR,F
35551,2022,15,No Major,No Major,,
36902,2023,29,No Major,No Major,WR,M
34316,2021,19,CivEngr,No Major,,
36210,2023,27,No Major,No Major,,
33645,2021,9,GeoSci,No Major,BA,M
36617,2023,38,No Major,No Major,,
36618,2023,4,No Major,No Major,,
35392,2022,34,PolSci,No Major,,
36805,2023,3,No Major,No Major,TN,M
35061,2022,19,FAS-MSS,No Major,,
33646,2021,5,LegalStu,No Major,,
35393,2022,9,CivEngr,No Major,,
36212,2023,9,No Major,No Major,,
32239,2020,29,English,No Major,,
31801,2020,15,AeroEngr,No Major,,
35394,2022,1,HistoryAme,No Major,,
36903,2023,15,No Major,No Major,FB,M
35062,2022,34,Biology,No Major,,
29149,2020,19,FAS-PolSci,No Major,,
33647,2021,27,Economics,No Major,,
36213,2023,13,No Major,No Major,LX,M
34161,2021,27,LegalStu,No Major,LX,M
33648,2021,15,HistoryMil,No Major,,
35063,2022,37,Economics,No Major,,
36904,2023,25,No Major,No Major,FB,M
36619,2023,24,No Major,No Major,SO,M
35064,2022,28,Management,No Major,FN,M
35552,2022,20,No Major,No Major,FB,M
31802,2020,22,HistoryInt,No Major,,
32475,2020,36,Management,No Major,,
35395,2022,9,No Major,No Major,,
36214,2023,26,No Major,No Major,,
36905,2023,35,No Major,No Major,,
36215,2023,36,No Major,No Major,,
35065,2022,20,Biology,No Major,FN,M
36216,2023,18,No Major,No Major,,
33650,2021,25,FAS-PolSci,No Major,,
32240,2020,11,BehSci,No Major,,
33651,2021,1,BehSci,No Major,,
34317,2021,40,MSS,No Major,,
34908,2022,15,No Major,No Major,,
32789,2020,1,Management,No Major,SW,M
32790,2020,11,GeoSci,No Major,WR,M
37159,2021,36,No Major,No Major,,
35426,2022,40,AeroEngr,No Major,,
33653,2021,34,EngrChem,No Major,,
36620,2023,33,No Major,No Major,WP,M
36217,2023,34,No Major,No Major,,
33654,2021,35,BehSci,No Major,CL,F
34910,2022,11,Biology,No Major,,
33655,2021,15,Management,No Major,,
32241,2020,25,Physics,No Major,,
32702,2020,17,Economics,No Major,,
36906,2023,18,No Major,No Major,FB,M
32300,2020,10,Economics,No Major,,
34911,2022,2,AeroEngr,No Major,,
32242,2020,2,Management,No Major,,
37088,2023,5,No Major,No Major,,
35427,2022,21,No Major,No Major,,
36218,2023,33,No Major,No Major,,
36219,2023,34,No Major,No Major,,
32586,2020,21,Management,No Major,VB,F
34318,2021,8,OpsRsch,No Major,VB,F
35553,2022,38,No Major,No Major,,
36220,2023,7,No Major,No Major,,
32629,2020,39,AstroEngr,MathApp,,
34057,2021,35,MechEngr,No Major,,
32363,2020,19,MechEngr,No Major,,
33657,2021,28,CompSci,CyberSci,,
34913,2022,12,No Major,No Major,,
31803,2020,7,AeroEngr,No Major,,
32793,2020,13,Management,No Major,,
31804,2020,17,Management,No Major,,
37152,2021,7,No Major,No Major,,
37089,2023,17,No Major,No Major,BB,F
35554,2022,14,FAS-PolSci,No Major,,
35396,2022,3,PolSci,No Major,,
36781,2023,4,No Major,No Major,CC,M
36907,2023,6,No Major,No Major,SO,F
36221,2023,28,No Major,No Major,,
36222,2023,27,No Major,No Major,,
36223,2023,14,No Major,No Major,,
33659,2021,6,CivEngr,No Major,,
34914,2022,22,BehSci,No Major,,
36224,2023,2,No Major,No Major,,
36225,2023,24,No Major,No Major,,
33660,2021,19,CyberSci,No Major,,
36621,2023,37,No Major,No Major,,
32587,2020,26,GeoSci,No Major,,
32704,2020,34,Economics,No Major,,
36227,2023,15,No Major,No Major,FN,M
34915,2022,32,CompSci,No Major,,
36228,2023,8,No Major,No Major,,
36622,2023,16,No Major,No Major,,
34916,2022,13,No Major,No Major,SO,M
34319,2021,16,MSS,No Major,,
33661,2021,36,GeoSci,No Major,,
34917,2022,25,No Major,No Major,,
32243,2020,1,BachSci,No Major,,
34918,2022,4,Biology,No Major,,
32476,2020,13,Physics,No Major,,
33662,2021,26,Biology,No Major,,
36229,2023,18,No Major,No Major,SO,F
33663,2021,26,MechEngr,No Major,,
31805,2020,8,PolSci,No Major,,
36230,2023,28,No Major,No Major,SO,F
35555,2022,29,FAS-MSS,No Major,,
34919,2022,6,No Major,No Major,,
33664,2021,17,CivEngr,No Major,,
35398,2022,23,Physics,MathApp,,
34920,2023,5,No Major,No Major,,
32244,2020,14,BehSci,No Major,,
34921,2022,33,AstroEngr,No Major,,
34922,2022,14,No Major,No Major,,
36231,2023,11,No Major,No Major,,
33666,2021,18,GeoSci,No Major,GY,M
32246,2020,35,Biology,No Major,SW,M
33667,2021,29,SysEngr,No Major,,
35556,2022,30,No Major,No Major,FB,M
36232,2023,14,No Major,No Major,LX,M
34923,2023,12,No Major,No Major,,
33668,2021,13,CivEngr,No Major,FB,M
35399,2022,5,CyberSci,No Major,,
35557,2022,36,Biology,No Major,,
34321,2021,3,BehSci,No Major,,
36782,2023,33,No Major,No Major,FB,M
33669,2021,7,ElEngr,No Major,TR,F
36346,2023,35,No Major,No Major,,
35400,2022,35,BehSci,No Major,,
36624,2023,26,No Major,No Major,,
34322,2021,21,CivEngr,No Major,FB,M
33670,2021,38,Management,No Major,IH,M
34924,2022,24,No Major,No Major,,
36625,2023,31,No Major,No Major,,
34925,2022,5,PolSci,No Major,,
34058,2021,31,LegalStu,No Major,,
36806,2023,24,No Major,No Major,WR,M
